id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
569728,J. Pérez,UTC,2020-09-05T02:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 8,Club Tijuana,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
569729,F. Guerrero,UTC,2020-09-06T02:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 8,Tigres UANL,Guadalajara Chivas,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
569730,E. Galván,UTC,2020-09-03T01:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 8,Club America,Mazatlán,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
569731,C. Ramos,UTC,2020-09-09T00:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 9,Atletico San Luis,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
569732,Ó. Mejía,UTC,2020-09-09T00:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 9,Toluca,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
569733,J. Rojas,UTC,2020-09-09T00:06:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 9,Monterrey,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
569734,E. Galván,UTC,2020-09-09T02:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 9,Guadalajara Chivas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
569735,M. Ortíz,UTC,2020-09-09T02:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - 9,Puebla,Club America,False,True,2.0,3.0,2.0,0.0,2.0,3.0,,,,
569736,F. Hernández,UTC,2020-09-10T00:00:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - 9,Leon,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
569737,A. Escobedo,UTC,2020-09-10T00:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 9,Cruz Azul,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
569738,J. Pérez,UTC,2020-09-10T02:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - 9,Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
569739,F. Guerrero,UTC,2020-09-10T02:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Apertura - 9,Mazatlán,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
569740,E. Miranda,UTC,2020-09-12T00:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 10,Necaxa,Guadalajara Chivas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
569741,D. Montaño,UTC,2020-09-12T02:30:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 10,FC Juarez,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
569742,F. Hernández,UTC,2020-09-13T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2020,Apertura - 10,Atlas,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
569743,C. Ramos,UTC,2020-09-13T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 10,Tigres UANL,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
569744,F. Guerrero,UTC,2020-09-13T02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 10,Club America,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
569745,A. Escobedo,UTC,2020-09-13T17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 10,U.N.A.M. - Pumas,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
569746,M. Ortíz,UTC,2020-09-14T00:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 10,Club Queretaro,Leon,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
569747,Ó. Mejía,UTC,2020-09-14T02:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 10,Club Tijuana,Cruz Azul,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
569748,L. Santander,UTC,2020-09-15T02:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 10,Pachuca,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
569749,J. Pérez,UTC,2020-09-19T00:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 11,Necaxa,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
569750,J. Rojas,UTC,2020-10-01T00:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 11,Club Tijuana,FC Juarez,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
569751,Ó. Macías,UTC,2020-09-19T02:30:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Apertura - 11,Mazatlán,Cruz Azul,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
569752,E. Galván,UTC,2020-09-20T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2020,Apertura - 11,Atlas,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
569753,E. Miranda,UTC,2020-09-20T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 11,Tigres UANL,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
569754,F. Hernández,UTC,2020-09-20T02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 11,Club America,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
569755,A. Escobedo,UTC,2020-09-20T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 11,Toluca,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
569756,M. Ortíz,UTC,2020-09-21T00:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 11,Atletico San Luis,Monterrey,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
569757,C. Ramos,UTC,2020-09-22T02:00:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - 11,Leon,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
569758,J. Rojas,UTC,2020-09-26T00:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - 12,Puebla,Club Queretaro,,,3.0,3.0,1.0,2.0,3.0,3.0,,,,
569759,C. Ramos,UTC,2020-09-26T02:30:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 12,FC Juarez,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
569760,A. Escobedo,UTC,2020-09-27T22:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 12,Guadalajara Chivas,Mazatlán,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
569761,F. Guerrero,UTC,2020-09-27T00:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 12,U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
569762,Ó. Mejía,UTC,2020-09-27T02:06:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 12,Monterrey,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
569763,Ó. Macías,UTC,2020-09-28T22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 12,Atletico San Luis,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
569764,D. Montaño,UTC,2020-10-12T00:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - 12,Santos Laguna,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
569765,J. Pérez,UTC,2020-09-28T01:45:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 12,Cruz Azul,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
569766,F. Hernández,UTC,2020-09-25T02:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 12,Pachuca,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
569767,M. Ortíz,UTC,2020-10-03T00:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - 13,Puebla,Santos Laguna,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
569768,Ó. Mejía,UTC,2020-10-05T22:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 13,FC Juarez,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
569769,Ó. Macías,UTC,2020-10-04T22:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2020,Apertura - 13,Atlas,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
569770,F. Hernández,UTC,2020-10-04T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 13,Tigres UANL,Atletico San Luis,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
569771,J. Rojas,UTC,2020-10-04T02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 13,Club America,U.N.A.M. - Pumas,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
569772,C. Ramos,UTC,2020-10-04T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 13,Toluca,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
569773,F. Guerrero,UTC,2020-10-05T00:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 13,Club Queretaro,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
569774,J. Pérez,UTC,2020-10-05T02:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 13,Club Tijuana,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
569775,E. Miranda,UTC,2020-10-03T02:30:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - 13,Leon,Mazatlán,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
569776,D. Montaño,UTC,2020-10-16T02:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 14,Atletico San Luis,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
569777,A. Escobedo,UTC,2020-10-17T00:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 14,Necaxa,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
569778,F. Hernández,UTC,2020-10-17T02:30:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Apertura - 14,Mazatlán,FC Juarez,True,False,3.0,2.0,3.0,1.0,3.0,2.0,,,,
569779,Ó. Mejía,UTC,2020-10-17T22:06:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 14,Monterrey,Puebla,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
569780,F. Guerrero,UTC,2020-10-18T00:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 14,Guadalajara Chivas,Atlas,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
569781,E. Galván,UTC,2020-10-18T02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 14,Cruz Azul,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
569782,L. Santander,UTC,2020-10-18T17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 14,U.N.A.M. - Pumas,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
569783,J. Rojas,UTC,2020-10-19T00:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - 14,Santos Laguna,Pachuca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
569784,C. Ramos,UTC,2020-10-20T02:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 14,Leon,Club America,True,False,3.0,2.0,2.0,2.0,3.0,2.0,,,,
569785,F. Hernández,UTC,2020-10-24T00:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - 15,Puebla,Leon,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
569786,J. Rojas,UTC,2020-10-25T02:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Apertura - 15,Mazatlán,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
569787,Ó. Mejía,UTC,2020-10-24T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 15,Club Queretaro,Necaxa,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
569788,J. Pérez,UTC,2020-10-25T01:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 15,Tigres UANL,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
569789,D. Montaño,UTC,2020-10-25T02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 15,Club America,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
569790,F. Guerrero,UTC,2020-10-25T18:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 15,Toluca,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
569791,E. Miranda,UTC,2020-10-25T23:30:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 15,Guadalajara Chivas,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
569792,E. Galván,UTC,2020-10-26T01:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - 15,Santos Laguna,Atletico San Luis,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
569793,Ó. Macías,UTC,2020-10-27T03:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 15,Pachuca,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
569794,J. Pérez,UTC,2020-10-30T03:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 16,Atletico San Luis,Mazatlán,False,True,0.0,5.0,0.0,5.0,0.0,5.0,,,,
569795,F. Hernández,UTC,2020-10-31T01:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 16,Necaxa,Toluca,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
569796,D. Montaño,UTC,2020-10-31T03:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 16,Club Tijuana,Pachuca,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
569797,F. Guerrero,UTC,2020-10-31T03:30:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 16,FC Juarez,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
569798,Ó. Macías,UTC,2020-10-31T23:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2020,Apertura - 16,Atlas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
569799,C. Ramos,UTC,2020-11-01T01:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 16,U.N.A.M. - Pumas,Guadalajara Chivas,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
569800,L. Santander,UTC,2020-11-01T03:06:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 16,Monterrey,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
569801,M. Ortíz,UTC,2020-11-01T23:30:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 16,Club America,Tigres UANL,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
569802,Ó. Mejía,UTC,2020-11-03T03:00:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - 16,Leon,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
569803,M. Ortíz,UTC,2020-11-07T01:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - 17,Puebla,Atletico San Luis,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
569804,Ó. Mejía,UTC,2020-11-07T03:30:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 17,FC Juarez,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
569805,F. Hernández,UTC,2020-11-07T23:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 17,Guadalajara Chivas,Monterrey,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
569806,J. Rojas,UTC,2020-11-08T01:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 17,Tigres UANL,Atlas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
569807,F. Guerrero,UTC,2020-11-08T03:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - 17,Cruz Azul,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
569808,D. Montaño,UTC,2020-11-08T18:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 17,Toluca,Leon,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
569809,C. Ramos,UTC,2020-11-09T01:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - 17,Santos Laguna,Mazatlán,True,False,4.0,0.0,0.0,0.0,4.0,0.0,,,,
569810,L. Santander,UTC,2020-11-09T03:06:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 17,Club Queretaro,Club Tijuana,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
569811,E. Galván,UTC,2020-11-07T23:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 17,Pachuca,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
570961,S. Silva,UTC,2020-07-27T23:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 1,Atletico San Luis,FC Juarez,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
570962,E. Galván,UTC,2020-07-25T00:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 1,Necaxa,Tigres UANL,False,True,0.0,3.0,0.0,2.0,0.0,3.0,,,,
570963,E. Rangel,UTC,2020-07-28T03:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Apertura - 1,Mazatlán,Puebla,False,True,1.0,4.0,1.0,1.0,1.0,4.0,,,,
570964,J. Rojas,UTC,2020-07-26T00:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - 1,Guadalajara Chivas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
570965,C. Ramos,UTC,2020-07-26T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Apertura - 1,Club Tijuana,Atlas,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
647098,M. Ortíz,UTC,2020-11-22T01:00:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Apertura - Reclasificación,Santos Laguna,Pachuca,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
647099,C. Ramos,UTC,2020-11-22T03:10:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - Reclasificación,Guadalajara Chivas,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
647100,F. Hernández,UTC,2020-11-23T01:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - Reclasificación,Tigres UANL,Toluca,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
647101,F. Guerrero,UTC,2020-11-23T03:10:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - Reclasificación,Monterrey,Puebla,False,True,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0
648091,E. Miranda,UTC,2020-11-26T01:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Apertura - Quarter-finals,Puebla,Leon,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
648092,C. Ramos,UTC,2020-11-29T01:00:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - Quarter-finals,Leon,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
648093,J. Rojas,UTC,2020-11-26T03:06:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - Quarter-finals,Guadalajara Chivas,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
648094,J. Pérez,UTC,2020-11-29T03:06:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - Quarter-finals,Club America,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
648095,D. Montaño,UTC,2020-11-27T01:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - Quarter-finals,Tigres UANL,Cruz Azul,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
648096,M. Ortíz,UTC,2020-11-30T00:30:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - Quarter-finals,Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
648097,E. Galván,UTC,2020-11-27T03:06:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - Quarter-finals,Pachuca,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
648098,F. Hernández,UTC,2020-11-29T18:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Quarter-finals,U.N.A.M. - Pumas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
648845,M. Ortíz,UTC,2020-12-03T03:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Apertura - Semi-finals,Guadalajara Chivas,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
648846,D. Montaño,UTC,2020-12-06T03:00:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - Semi-finals,Leon,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
648847,J. Rojas,UTC,2020-12-04T03:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Apertura - Semi-finals,Cruz Azul,U.N.A.M. - Pumas,True,False,4.0,0.0,3.0,0.0,4.0,0.0,,,,
648848,C. Ramos,UTC,2020-12-07T00:30:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Semi-finals,U.N.A.M. - Pumas,Cruz Azul,True,False,4.0,0.0,3.0,0.0,4.0,0.0,,,,
650234,F. Hernández,UTC,2020-12-11T03:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2020,Apertura - Finals,U.N.A.M. - Pumas,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
650235,J. Pérez,UTC,2020-12-14T02:30:00+00:00,,Estadio León,León de los Aldamas,2020,Apertura - Finals,Leon,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
652803,E. Rangel,UTC,2021-01-09T01:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2020,Clausura - 1,Puebla,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
652804,S. Silva,UTC,2021-01-09T03:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2020,Clausura - 1,Club Tijuana,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
652805,V. Cáceres,UTC,2021-01-09T03:30:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2020,Clausura - 1,Mazatlán,Necaxa,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
652806,Ó. Mejía,UTC,2021-01-09T23:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2020,Clausura - 1,Atlas,Monterrey,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
652807,J. Esquivel,UTC,2021-01-10T01:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Clausura - 1,Tigres UANL,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
652808,A. Funk,UTC,2021-01-10T03:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Clausura - 1,Club America,Atletico San Luis,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
652809,A. Maganda,UTC,2021-01-10T18:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2020,Clausura - 1,Toluca,Club Queretaro,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
652810,B. González,UTC,2021-01-12T03:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2020,Clausura - 1,Pachuca,FC Juarez,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
652811,M. Vargas,UTC,2021-01-11T01:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2020,Clausura - 1,Santos Laguna,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
652812,D. Montaño,UTC,2021-01-16T01:30:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Clausura - 2,Necaxa,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
652813,E. Galván,UTC,2021-01-16T03:30:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Clausura - 2,FC Juarez,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
652814,C. Ramos,UTC,2021-01-16T23:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2020,Clausura - 2,Guadalajara Chivas,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
652815,J. Esquivel,UTC,2021-01-17T01:00:00+00:00,7182.0,Estadio Azteca,D.F.,2020,Clausura - 2,Cruz Azul,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
652816,J. Pérez,UTC,2021-01-17T03:06:00+00:00,1079.0,Estadio BBVA Bancomer,Guadalupe,2020,Clausura - 2,Monterrey,Club America,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
